REGIONAL_OFFICE_NAME,PRACTICE_NAME,PRACTICE_CODE,POSTCODE,QUANTITY,ITEMS,TOTAL_QUANTITY,NIC,ACTUAL_COST,UNIDENTIFIED,ADQ_USAGE,FECHA,SUSTANCIA,PRESENTACION,REGION_NAME
NORTH WEST,BAY MEDICAL GROUP,Y01008,LA3 2LE,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,PEELHOUSE MEDICAL PLAZA,N81045,WA8 6TN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CHESHIRE & MERSEYSIDE STP
EAST OF ENGLAND,EAST LYNNE MEDICAL CENTRE,F81037,CO15 3PP,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
LONDON,THE GREEN WOOD PRACTICE,F82007,RM3 0DR,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,KUCCHAI,F82014,RM3 9SU,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,THE UPSTAIRS SURGERY,F82019,RM6 6RT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,CHELLS SURGERY,E82089,SG2 0HN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,ST GEORGES SURGERY,P81058,BB2 3HS,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,THE LEA SURGERY,F84105,E9 6AG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,"THE SURGERY, DR MANGWANA & PARTNERS",E85038,SW6 6JD,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEWTON MEDICAL CENTRE,E87681,W2 5LT,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,HMC HEALTH HESTON GREAT WEST,E85739,TW5 9ER,30,4,120,313.92,292.2308,N,0.0,2021-01-01,Semaglutide,Semaglutide 3mg tablets,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,PRIORY MEDICAL GROUP,B82005,YO24 3WX,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"HUMBER, COAST & VALE STP"
SOUTH EAST,CHURCH STREET PRACTICE,H81073,KT13 8DW,1,10,10,732.5,681.89874,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,SURREY HEARTLANDS H&C PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,THE VILLAGE GREEN SURGERY,A87016,NE28 6BB,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Semaglutide 3mg tablets,CUMBRIA & NORTH EAST STP
MIDLANDS,TUDOR MEDICAL CENTRE,M92016,WV6 0PS,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,THE BLACK COUNTRY & WEST BIRMINGHAM STP
NORTH EAST AND YORKSHIRE,STAINLAND ROAD MEDICAL CENTRE,B84009,HX4 8BD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH EAST AND YORKSHIRE,AVENUE MEDICAL PRACTICE,A86007,NE2 1JQ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CUMBRIA & NORTH EAST STP
NORTH WEST,BLAKEWATER HEALTHCARE,P81704,BB1 9SR,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,DIABETES CLINIC(NORTH),Y00043,BB2 1AX,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Rybelsus 3mg tablets,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,BROMPTON MEDICAL CENTRE,E87746,SW5 0EA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,MY HEALTH GROUP,B82080,YO32 5UA,1,5,5,366.25,340.93697,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"HUMBER, COAST & VALE STP"
EAST OF ENGLAND,PEARTREE SURGERY & WEST HORNDON SURGERY,F81134,RM15 6PR,1,2,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,THURROCK HEALTH CENTRE,Y02807,RM17 6NB,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,CHURCH VIEW SURGERY,F81125,SS5 4PZ,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,SOLENT VIEW MEDICAL PRACTICE,J82215,PO13 9JG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,JUBILEE SURGERY,J82044,PO14 4EH,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,WARDEN LODGE MEDICAL PRACTICE,E82123,EN8 8NW,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
LONDON,DR VICTORIA MUIR'S PRACTICE,E87753,SW1W 8NA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELGIN CLINIC,E87038,W9 3QT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,PENISTONE GROUP PMS PRACTICE,C85004,S36 6BR,1,1,1,73.25,68.17747,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SOUTH YORKSHIRE & BASSETLAW STP
NORTH EAST AND YORKSHIRE,BURLEIGH MEDICAL CENTRE,C85017,S70 1XY,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SOUTH YORKSHIRE & BASSETLAW STP
EAST OF ENGLAND,SWAN SURGERY,D83610,IP33 1AE,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
EAST OF ENGLAND,THE BIRCHES MEDICAL CENTRE,D83084,IP5 1JF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
MIDLANDS,CASTLECROFT MEDICAL PRACTICE,M92008,WV3 8JN,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,THE BLACK COUNTRY & WEST BIRMINGHAM STP
NORTH WEST,LIVERPOOL RD MEDICAL PRACTICE,N84007,L23 5TE,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
SOUTH WEST,CROSS ROAD SURGERY,J81075,DT4 9QX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,DORSET STP
LONDON,ST ALBANS SURGERY,F82017,RM9 6EA,1,13,13,952.25,886.46837,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
SOUTH EAST,LAKE ROAD PRACTICE,J82085,PO1 4JT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,PARK LANE MEDICAL CENTRE,J82646,PO9 3HN,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HAMPSHIRE & THE ISLE OF WIGHT STP
NORTH WEST,THE NEW HALL LANE PRACTICE,P81071,PR1 5NE,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,THE RUIZ MEDICAL PRACTICE,F84666,E16 1HT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,MANDEVILLE MEDICAL CENTRE,E85108,UB5 5HB,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,POSTERNGATE SURGERY,B82074,YO8 4QH,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,"HUMBER, COAST & VALE STP"
MIDLANDS,SHAWBIRCH MEDICAL CENTRE,M82059,TF5 0LW,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,SHROPSHIRE & TELFORD & WREKIN STP
MIDLANDS,KIDSGROVE MEDICAL CENTRE,M83023,ST7 4AY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,WICKHAM MARKET MEDICAL CENTRE,D83061,IP13 0SB,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
SOUTH WEST,STOUR SURGERY,J81066,BH23 1PA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,DORSET STP
NORTH EAST AND YORKSHIRE,DINNINGTON GROUP PRACTICE,C87002,S25 2EZ,30,2,60,156.96,146.1154,N,0.0,2021-01-01,Semaglutide,Semaglutide 3mg tablets,SOUTH YORKSHIRE & BASSETLAW STP
MIDLANDS,ESSINGTON MEDICAL CENTRE,Y02594,WV11 2RF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,CASTLE MEDICAL GROUP PRACTICE,E81013,LU1 3AG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BEDFORDSHIRE, LUTON & MILTON KEYNES STP"
SOUTH WEST,HIGHCLIFFE MEDICAL CENTRE,J81028,BH23 5ET,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,DORSET STP
LONDON,DR M FATEH'S PRACTICE,F82003,RM10 9AT,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,STIFFORD CLAYS MEDICAL CENTRE,F81192,RM16 2AP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
LONDON,INGREBOURNE MEDICAL CENTRE,F82648,RM3 7JJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,NELFT SOUTH WEST ESSEX CS,Y04297,SS14 3EZ,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,CHURCH VIEW SURGERY,F81125,SS5 4PZ,1,8,8,586.0,545.519,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,BENFLEET SURGERY,F81713,SS7 1ED,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,THE BOSMERE MEDICAL PRACTICE,J82010,PO9 1DQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
NORTH WEST,DARWEN HEALTHCARE,P81051,BB3 1PY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,STONEBRIDGE SURGERY,P81107,PR3 3AP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,THE CHORLEY SURGERY,P81038,PR7 2EJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,MOORE STREET MEDICAL CENTRE,N84016,L20 4SE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
LONDON,ENDERLEY ROAD MEDICAL CENTRE,E84009,HA3 5HF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CROSSLANDS SURGERY,E85114,UB2 5QY,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
MIDLANDS,ADDERLEY GREEN SURGERY,M83661,ST3 1EQ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,PCT DIABETES CLINIC,Y03360,ST5 1QG,16,1,16,1172.0,1090.85199,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,MARTLESHAM SURGERY,D83080,IP5 3SL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
LONDON,ADDINGTON MEDICAL PRACTICE,H83028,CR0 0JA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SW LONDON HEALTH & CARE PARTNERSHIP STP
MIDLANDS,PRESTBURY MEDICAL PRACTICE,M92009,WV11 1HT,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,THE BLACK COUNTRY & WEST BIRMINGHAM STP
SOUTH EAST,PARISHES BRIDGE MED.PRACT,H81036,KT14 6DH,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,SURREY HEARTLANDS H&C PARTNERSHIP STP
NORTH WEST,GLOVERS LANE SURGERY,N84004,L30 5TA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
LONDON,"THE ROBINS SURGERY, HAROLD HILL HEALTH C",Y00312,RM3 9SU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,DR DEVARAJA VC PRACTICE,F81697,SS17 7DZ,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
LONDON,MAYFAIR MEDICAL CENTRE,E87648,W1K 5LS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
EAST OF ENGLAND,GARDENIA PRACTICE,E81041,LU3 2NS,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,"BEDFORDSHIRE, LUTON & MILTON KEYNES STP"
NORTH WEST,THE LAKESIDE SURGERY,N81108,WA13 0QE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
SOUTH EAST,LINKS ROAD SURGERY,G81663,BN41 1XH,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SUSSEX & EAST SURREY STP
EAST OF ENGLAND,SANCTA MARIA MEDICAL CENTRE,F81197,RM15 5SZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,MEDIC HOUSE,F81652,RM18 7RJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
LONDON,INGREBOURNE MEDICAL CENTRE,F82648,RM3 7JJ,1,17,17,1245.25,1159.22787,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,KUCCHAI,F82014,RM3 9SU,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,CHAUDHURY SURGERY,F81740,SS8 0JA,1,4,4,293.0,272.7595,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,THE ELMS PRACTICE,J82210,PO11 9AP,1,10,10,732.5,681.89874,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
NORTH WEST,THE ELMS PRACTICE,P81045,L39 2BY,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,LEYTON HEALTHCARE 4TH FLOOR,F86074,E10 5LG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,FOUNTAYNE ROAD HEALTH CENTRE,F84080,N16 7EA,8,1,8,586.0,545.4322,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,SHEPHERDS BUSH MEDICAL CENTRE,E85077,W12 7LS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,BROOK GREEN MEDICAL CENTRE,E85020,W6 7EG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH WEST,SANDFIELD MEDICAL CENTRE,N83620,WA10 1PN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
NORTH EAST AND YORKSHIRE,ALNWICK MEDICAL GROUP,A84006,NE66 2NL,1,2,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,TUXFORD MEDICAL CENTRE,C84008,NG22 0HT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SOUTH YORKSHIRE & BASSETLAW STP
MIDLANDS,DIABETES SERVICE STOKE AND NORTH,Y05287,ST16 3SR,3,8,24,1758.0,1636.35859,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,LUCIE WEDGWOOD HEALTH CTR,M83682,ST6 2AB,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,GOLDENHILL MEDICAL CENTRE,M83143,ST6 5QJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
LONDON,CRICKET GREEN MEDICAL PRACTICE,H85038,CR4 3DA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,KEIGHLEY ROAD SURGERY,B84010,HX2 9LL,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
EAST OF ENGLAND,LITTLE WALTHAM & GT NOTLEY SURGERY,F81105,CM3 3LL,1,6,6,439.5,409.11445,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
NORTH WEST,BAY MEDICAL GROUP,Y01008,LA3 2LE,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,RISEDALE SURGERY,A82072,LA14 2LB,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
EAST OF ENGLAND,ABBEY FIELD MEDICAL CENTRE,F81095,CO2 7UW,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SUFFOLK & NORTH EAST ESSEX STP
EAST OF ENGLAND,OAKLANDS SURGERY,F81096,SS8 0JA,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,EMSWORTH SURGERY,J82009,PO10 7DD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,CENTRE PRACTICE,J82026,PO16 7ER,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,WESTLANDS MEDICAL CENTRE,J82161,PO16 9AD,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,LINCOLN HOUSE SURGERY,E82009,HP3 9SQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,ROSEHEATH SURGERY,N83031,L26 9UH,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
